"variable","value","quarter0","quarter1","product"
"MMT_price_ln",-0.0224658915134175,2020-12-01,2021-03-01,"laptops"
"MMT_comp_ln",-0.0790709736014176,2020-12-01,2021-03-01,"laptops"
"MMT_entry_ln",0.00650786584359064,2020-12-01,2021-03-01,"laptops"
"MMT_exit_ln",-0.00256988643107814,2020-12-01,2021-03-01,"laptops"
"MMT_quality_ln",-0.0699932213267488,2020-12-01,2021-03-01,"laptops"
"TPD_price_ln",-0.0166918149137578,2020-12-01,2021-03-01,"laptops"
"TPD_entry_ln",0.0908446577662989,2020-12-01,2021-03-01,"laptops"
"TPD_exit_ln",0.0436245785010587,2020-12-01,2021-03-01,"laptops"
"TPD_comp_ln",-0.122987377191647,2020-12-01,2021-03-01,"laptops"
"TPD_quality_ln",-0.0757672979264071,2020-12-01,2021-03-01,"laptops"
"cewgmp_ln",-0.0924591128401692,2020-12-01,2021-03-01,"laptops"
"GEKST_price_ln",-0.0324862820066339,2020-12-01,2021-03-01,"laptops"
"GEKST_comp_ln",-0.083430463873747,2020-12-01,2021-03-01,"laptops"
"GEKST_entry_ln",0.0320971875132505,2020-12-01,2021-03-01,"laptops"
"GEKST_exit_ln",0.00863955447303506,2020-12-01,2021-03-01,"laptops"
"GEKST_quality_ln",-0.0599728308335316,2020-12-01,2021-03-01,"laptops"
"expshare_matched0",0.963424167302942,2021-03-01,2021-06-01,"laptops"
"expshare_matched1",0.932779462824011,2021-03-01,2021-06-01,"laptops"
"expshare_disappearing0",0.0365758326970577,2021-03-01,2021-06-01,"laptops"
"expshare_new1",0.0672205371759888,2021-03-01,2021-06-01,"laptops"
"MMT_price_ln",-0.0180416919750869,2021-03-01,2021-06-01,"laptops"
"MMT_comp_ln",0.0958480333512275,2021-03-01,2021-06-01,"laptops"
"MMT_entry_ln",0.0121608762586733,2021-03-01,2021-06-01,"laptops"
"MMT_exit_ln",-0.00230864910567963,2021-03-01,2021-06-01,"laptops"
"MMT_quality_ln",0.11031755871558,2021-03-01,2021-06-01,"laptops"
"TPD_price_ln",-0.00483562037840471,2021-03-01,2021-06-01,"laptops"
"TPD_entry_ln",0.12441954868328,2021-03-01,2021-06-01,"laptops"
"TPD_exit_ln",0.0563434569620322,2021-03-01,2021-06-01,"laptops"
"TPD_comp_ln",0.0290353953976486,2021-03-01,2021-06-01,"laptops"
"TPD_quality_ln",0.0971114871188966,2021-03-01,2021-06-01,"laptops"
"cewgmp_ln",0.0922758667404949,2021-03-01,2021-06-01,"laptops"
"GEKST_price_ln",-0.030540973554028,2021-03-01,2021-06-01,"laptops"
"GEKST_comp_ln",0.13871619319251,2021-03-01,2021-06-01,"laptops"
"GEKST_entry_ln",-0.00264698629693246,2021-03-01,2021-06-01,"laptops"
"GEKST_exit_ln",0.0132523666010577,2021-03-01,2021-06-01,"laptops"
"GEKST_quality_ln",0.12281684029452,2021-03-01,2021-06-01,"laptops"
"expshare_matched0",0.962534784669759,2021-06-01,2021-09-01,"laptops"
"expshare_matched1",0.895934070283897,2021-06-01,2021-09-01,"laptops"
"expshare_disappearing0",0.0374652153302414,2021-06-01,2021-09-01,"laptops"
"expshare_new1",0.104065929716103,2021-06-01,2021-09-01,"laptops"
"MMT_price_ln",-0.0121447591399121,2021-06-01,2021-09-01,"laptops"
"MMT_comp_ln",0.0552227035289086,2021-06-01,2021-09-01,"laptops"
"MMT_entry_ln",-0.052998991882947,2021-06-01,2021-09-01,"laptops"
"MMT_exit_ln",0.0055415684799307,2021-06-01,2021-09-01,"laptops"
"MMT_quality_ln",-0.0033178568339691,2021-06-01,2021-09-01,"laptops"
"TPD_price_ln",-0.0070367964399011,2021-06-01,2021-09-01,"laptops"
"TPD_entry_ln",0.127155939742788,2021-06-01,2021-09-01,"laptops"
"TPD_exit_ln",0.0702056972302298,2021-06-01,2021-09-01,"laptops"
"TPD_comp_ln",-0.0653760620465371,2021-06-01,2021-09-01,"laptops"
"TPD_quality_ln",-0.00842581953397926,2021-06-01,2021-09-01,"laptops"
"cewgmp_ln",-0.0154626159738801,2021-06-01,2021-09-01,"laptops"
"GEKST_price_ln",-0.00437887187844067,2021-06-01,2021-09-01,"laptops"
"GEKST_comp_ln",0.039115475819185,2021-06-01,2021-09-01,"laptops"
"GEKST_entry_ln",-0.0366691712317313,2021-06-01,2021-09-01,"laptops"
"GEKST_exit_ln",0.0135300486828946,2021-06-01,2021-09-01,"laptops"
"GEKST_quality_ln",-0.0110837440954409,2021-06-01,2021-09-01,"laptops"
"expshare_matched0",0.956719759753929,2021-09-01,2021-12-01,"laptops"
"expshare_matched1",0.831850360091647,2021-09-01,2021-12-01,"laptops"
"expshare_disappearing0",0.0432802402460712,2021-09-01,2021-12-01,"laptops"
"expshare_new1",0.168149639908353,2021-09-01,2021-12-01,"laptops"
"MMT_price_ln",-0.0315642637044272,2021-09-01,2021-12-01,"laptops"
"MMT_comp_ln",-0.0587378415977,2021-09-01,2021-12-01,"laptops"
"MMT_entry_ln",0.108450321335128,2021-09-01,2021-12-01,"laptops"
"MMT_exit_ln",0.00139362070673865,2021-09-01,2021-12-01,"laptops"
"MMT_quality_ln",0.0483188590306892,2021-09-01,2021-12-01,"laptops"
"TPD_price_ln",-0.0229883205322486,2021-09-01,2021-12-01,"laptops"
"TPD_entry_ln",0.378086086479269,2021-09-01,2021-12-01,"laptops"
"TPD_exit_ln",0.0742309506924577,2021-09-01,2021-12-01,"laptops"
"TPD_comp_ln",-0.264112219928303,2021-09-01,2021-12-01,"laptops"
"TPD_quality_ln",0.039742915858509,2021-09-01,2021-12-01,"laptops"
"cewgmp_ln",0.0167545953262622,2021-09-01,2021-12-01,"laptops"
"GEKST_price_ln",-0.0142243809942428,2021-09-01,2021-12-01,"laptops"
"GEKST_comp_ln",-0.196098887225746,2021-09-01,2021-12-01,"laptops"
"GEKST_entry_ln",0.160079149211153,2021-09-01,2021-12-01,"laptops"
"GEKST_exit_ln",-0.0669987143350969,2021-09-01,2021-12-01,"laptops"
"GEKST_quality_ln",0.0309789763205037,2021-09-01,2021-12-01,"laptops"
"expshare_matched0",0.959260651102893,2021-12-01,2022-03-01,"laptops"
"expshare_matched1",0.912423661036574,2021-12-01,2022-03-01,"laptops"
"expshare_disappearing0",0.0407393488971066,2021-12-01,2022-03-01,"laptops"
"expshare_new1",0.0875763389634262,2021-12-01,2022-03-01,"laptops"
"MMT_price_ln",0.00155665254308424,2021-12-01,2022-03-01,"laptops"
"MMT_comp_ln",-0.0942205378671685,2021-12-01,2022-03-01,"laptops"
"MMT_entry_ln",0.00228699404855615,2021-12-01,2022-03-01,"laptops"
"MMT_exit_ln",0.00840523936283066,2021-12-01,2022-03-01,"laptops"
"MMT_quality_ln",-0.100338783181443,2021-12-01,2022-03-01,"laptops"
"TPD_price_ln",0.00896048644289622,2021-12-01,2022-03-01,"laptops"
"TPD_entry_ln",0.142655656583315,2021-12-01,2022-03-01,"laptops"
"TPD_exit_ln",0.0786171947615717,2021-12-01,2022-03-01,"laptops"
"TPD_comp_ln",-0.171781078902997,2021-12-01,2022-03-01,"laptops"
"TPD_quality_ln",-0.107742617081253,2021-12-01,2022-03-01,"laptops"
"cewgmp_ln",-0.0987821306383597,2021-12-01,2022-03-01,"laptops"
"GEKST_price_ln",0.0015701880232365,2021-12-01,2022-03-01,"laptops"
"GEKST_comp_ln",-0.113351327985449,2021-12-01,2022-03-01,"laptops"
"GEKST_entry_ln",0.176646691409624,2021-12-01,2022-03-01,"laptops"
"GEKST_exit_ln",0.16364768208577,2021-12-01,2022-03-01,"laptops"
"GEKST_quality_ln",-0.100352318661595,2021-12-01,2022-03-01,"laptops"
"expshare_matched0",0.962883386215522,2022-03-01,2022-06-01,"laptops"
"expshare_matched1",0.963236342390538,2022-03-01,2022-06-01,"laptops"
"expshare_disappearing0",0.0371166137844779,2022-03-01,2022-06-01,"laptops"
"expshare_new1",0.0367636576094623,2022-03-01,2022-06-01,"laptops"
"MMT_price_ln",-0.00869043654057692,2022-03-01,2022-06-01,"laptops"
"MMT_comp_ln",0.099355074894484,2022-03-01,2022-06-01,"laptops"
"MMT_entry_ln",-0.0020131964594432,2022-03-01,2022-06-01,"laptops"
"MMT_exit_ln",-0.000503788480100908,2022-03-01,2022-06-01,"laptops"
"MMT_quality_ln",0.0978456669151417,2022-03-01,2022-06-01,"laptops"
"TPD_price_ln",-0.0066655007790974,2022-03-01,2022-06-01,"laptops"
"TPD_entry_ln",0.0606637453905952,2022-03-01,2022-06-01,"laptops"
"TPD_exit_ln",0.0599773699703616,2022-03-01,2022-06-01,"laptops"
"TPD_comp_ln",0.0951343557334282,2022-03-01,2022-06-01,"laptops"
"TPD_quality_ln",0.0958207311536617,2022-03-01,2022-06-01,"laptops"
"cewgmp_ln",0.0891552303745624,2022-03-01,2022-06-01,"laptops"
"GEKST_price_ln",-0.0160996786678376,2022-03-01,2022-06-01,"laptops"
"GEKST_comp_ln",0.109984004252379,2022-03-01,2022-06-01,"laptops"
"GEKST_entry_ln",0.228406850005679,2022-03-01,2022-06-01,"laptops"
"GEKST_exit_ln",0.233135945215657,2022-03-01,2022-06-01,"laptops"
"GEKST_quality_ln",0.105254909042401,2022-03-01,2022-06-01,"laptops"
"expshare_matched0",0.994816232127326,2020-06-01,2020-09-01,"mfdprinters"
"expshare_matched1",0.989466494475323,2020-06-01,2020-09-01,"mfdprinters"
"expshare_disappearing0",0.00518376787267417,2020-06-01,2020-09-01,"mfdprinters"
"expshare_new1",0.0105335055246766,2020-06-01,2020-09-01,"mfdprinters"
"MMT_price_ln",0.032690440440029,2020-06-01,2020-09-01,"mfdprinters"
"MMT_comp_ln",0.0671114148706882,2020-06-01,2020-09-01,"mfdprinters"
"MMT_entry_ln",0.00151413458264127,2020-06-01,2020-09-01,"mfdprinters"
"MMT_exit_ln",0.00855208250390582,2020-06-01,2020-09-01,"mfdprinters"
"MMT_quality_ln",0.0600734669494237,2020-06-01,2020-09-01,"mfdprinters"
"TPD_price_ln",0.0378205315053739,2020-06-01,2020-09-01,"mfdprinters"
"TPD_entry_ln",-0.0268785641451665,2020-06-01,2020-09-01,"mfdprinters"
"TPD_exit_ln",-0.00560205327890761,2020-06-01,2020-09-01,"mfdprinters"
"TPD_comp_ln",0.0762198867503394,2020-06-01,2020-09-01,"mfdprinters"
"TPD_quality_ln",0.0549433758840805,2020-06-01,2020-09-01,"mfdprinters"
"cewgmp_ln",0.0927639073894535,2020-06-01,2020-09-01,"mfdprinters"
"GEKST_price_ln",0.0297206200099813,2020-06-01,2020-09-01,"mfdprinters"
"GEKST_comp_ln",0.0648127741862014,2020-06-01,2020-09-01,"mfdprinters"
"GEKST_entry_ln",-0.138406867569654,2020-06-01,2020-09-01,"mfdprinters"
"GEKST_exit_ln",-0.136637380762925,2020-06-01,2020-09-01,"mfdprinters"
"GEKST_quality_ln",0.0630432873794718,2020-06-01,2020-09-01,"mfdprinters"
"expshare_matched0",0.993358243119376,2020-09-01,2020-12-01,"mfdprinters"
"expshare_matched1",0.966427252707862,2020-09-01,2020-12-01,"mfdprinters"
"expshare_disappearing0",0.0066417568806237,2020-09-01,2020-12-01,"mfdprinters"
"expshare_new1",0.0335727472921379,2020-09-01,2020-12-01,"mfdprinters"
"MMT_price_ln",-0.0511354753237026,2020-09-01,2020-12-01,"mfdprinters"
"MMT_comp_ln",0.101564714296019,2020-09-01,2020-12-01,"mfdprinters"
"MMT_entry_ln",-0.0380953796663563,2020-09-01,2020-12-01,"mfdprinters"
"MMT_exit_ln",0.00190462227046151,2020-09-01,2020-12-01,"mfdprinters"
"MMT_quality_ln",0.0615647123592014,2020-09-01,2020-12-01,"mfdprinters"
"TPD_price_ln",-0.0629218403683931,2020-09-01,2020-12-01,"mfdprinters"
"TPD_entry_ln",-0.122933561637746,2020-09-01,2020-12-01,"mfdprinters"
"TPD_exit_ln",-0.0142918689553428,2020-09-01,2020-12-01,"mfdprinters"
"TPD_comp_ln",0.181992770086294,2020-09-01,2020-12-01,"mfdprinters"
"TPD_quality_ln",0.0733510774038908,2020-09-01,2020-12-01,"mfdprinters"
"cewgmp_ln",0.0104292370354973,2020-09-01,2020-12-01,"mfdprinters"
"GEKST_price_ln",-0.0595982894546858,2020-09-01,2020-12-01,"mfdprinters"
"GEKST_comp_ln",0.128825441194468,2020-09-01,2020-12-01,"mfdprinters"
"GEKST_entry_ln",-0.133054157565418,2020-09-01,2020-12-01,"mfdprinters"
"GEKST_exit_ln",-0.074256242861134,2020-09-01,2020-12-01,"mfdprinters"
"GEKST_quality_ln",0.0700275264901841,2020-09-01,2020-12-01,"mfdprinters"
"expshare_matched0",0.997185748422611,2020-12-01,2021-03-01,"mfdprinters"
"expshare_matched1",0.983895053458707,2020-12-01,2021-03-01,"mfdprinters"
"expshare_disappearing0",0.00281425157738933,2020-12-01,2021-03-01,"mfdprinters"
"expshare_new1",0.0161049465412929,2020-12-01,2021-03-01,"mfdprinters"
"MMT_price_ln",-0.0340817345755026,2020-12-01,2021-03-01,"mfdprinters"
"MMT_comp_ln",0.170451067033035,2020-12-01,2021-03-01,"mfdprinters"
"MMT_entry_ln",-9.74740108086181e-05,2020-12-01,2021-03-01,"mfdprinters"
"MMT_exit_ln",0.00198600252354009,2020-12-01,2021-03-01,"mfdprinters"
"MMT_quality_ln",0.168367590498687,2020-12-01,2021-03-01,"mfdprinters"
"TPD_price_ln",-0.0210110728830036,2020-12-01,2021-03-01,"mfdprinters"
"TPD_entry_ln",-0.0403225677869248,2020-12-01,2021-03-01,"mfdprinters"
"TPD_exit_ln",-0.00603399248461534,2020-12-01,2021-03-01,"mfdprinters"
"TPD_comp_ln",0.189585504108498,2020-12-01,2021-03-01,"mfdprinters"
"TPD_quality_ln",0.155296928806188,2020-12-01,2021-03-01,"mfdprinters"
"cewgmp_ln",0.134285855923184,2020-12-01,2021-03-01,"mfdprinters"
"GEKST_price_ln",-0.0373085743166324,2020-12-01,2021-03-01,"mfdprinters"
"GEKST_comp_ln",0.184402560618335,2020-12-01,2021-03-01,"mfdprinters"
"GEKST_entry_ln",-0.062811672944406,2020-12-01,2021-03-01,"mfdprinters"
"GEKST_exit_ln",-0.0500035425658875,2020-12-01,2021-03-01,"mfdprinters"
"GEKST_quality_ln",0.171594430239817,2020-12-01,2021-03-01,"mfdprinters"
"expshare_matched0",0.993102830041612,2021-03-01,2021-06-01,"mfdprinters"
"expshare_matched1",0.997486449262993,2021-03-01,2021-06-01,"mfdprinters"
"expshare_disappearing0",0.006897169958388,2021-03-01,2021-06-01,"mfdprinters"
"expshare_new1",0.00251355073700641,2021-03-01,2021-06-01,"mfdprinters"
"MMT_price_ln",0.00789800637866318,2021-03-01,2021-06-01,"mfdprinters"
"MMT_comp_ln",0.00679169662298093,2021-03-01,2021-06-01,"mfdprinters"
"MMT_entry_ln",0.00157133417787136,2021-03-01,2021-06-01,"mfdprinters"
"MMT_exit_ln",0.00552154940378902,2021-03-01,2021-06-01,"mfdprinters"
"MMT_quality_ln",0.00284148139706328,2021-03-01,2021-06-01,"mfdprinters"
"TPD_price_ln",0.0131194783216573,2021-03-01,2021-06-01,"mfdprinters"
"TPD_entry_ln",-0.00484454936553247,2021-03-01,2021-06-01,"mfdprinters"
"TPD_exit_ln",-0.0118409654240961,2021-03-01,2021-06-01,"mfdprinters"
"TPD_comp_ln",-0.00937640660449361,2021-03-01,2021-06-01,"mfdprinters"
"TPD_quality_ln",-0.00237999054593,2021-03-01,2021-06-01,"mfdprinters"
"cewgmp_ln",0.0107394877757262,2021-03-01,2021-06-01,"mfdprinters"
"GEKST_price_ln",0.00357584573685167,2021-03-01,2021-06-01,"mfdprinters"
"GEKST_comp_ln",-0.00909161429812616,2021-03-01,2021-06-01,"mfdprinters"
"GEKST_entry_ln",-0.0443124903165016,2021-03-01,2021-06-01,"mfdprinters"
"GEKST_exit_ln",-0.0605677466535032,2021-03-01,2021-06-01,"mfdprinters"
"GEKST_quality_ln",0.00716364203887544,2021-03-01,2021-06-01,"mfdprinters"
"expshare_matched0",0.998427992670789,2021-06-01,2021-09-01,"mfdprinters"
"expshare_matched1",0.924939635290839,2021-06-01,2021-09-01,"mfdprinters"
"expshare_disappearing0",0.00157200732921092,2021-06-01,2021-09-01,"mfdprinters"
"expshare_new1",0.0750603647091608,2021-06-01,2021-09-01,"mfdprinters"
"MMT_price_ln",0.0540010161096654,2021-06-01,2021-09-01,"mfdprinters"
"MMT_comp_ln",-0.0110666581103527,2021-06-01,2021-09-01,"mfdprinters"
"MMT_entry_ln",-0.0414304246042256,2021-06-01,2021-09-01,"mfdprinters"
"MMT_exit_ln",0.000238909905538875,2021-06-01,2021-09-01,"mfdprinters"
"MMT_quality_ln",-0.0527359926201172,2021-06-01,2021-09-01,"mfdprinters"
"TPD_price_ln",0.0596504278090776,2021-06-01,2021-09-01,"mfdprinters"
"TPD_entry_ln",-0.230011990757995,2021-06-01,2021-09-01,"mfdprinters"
"TPD_exit_ln",-0.00362068844833496,2021-06-01,2021-09-01,"mfdprinters"
"TPD_comp_ln",0.168005897990129,2021-06-01,2021-09-01,"mfdprinters"
"TPD_quality_ln",-0.0583854043195309,2021-06-01,2021-09-01,"mfdprinters"
"cewgmp_ln",0.00126502348954848,2021-06-01,2021-09-01,"mfdprinters"
"GEKST_price_ln",0.045245272357975,2021-06-01,2021-09-01,"mfdprinters"
"GEKST_comp_ln",0.0322408585633209,2021-06-01,2021-09-01,"mfdprinters"
"GEKST_entry_ln",-0.0796861860637766,2021-06-01,2021-09-01,"mfdprinters"
"GEKST_exit_ln",-0.00346507863202772,2021-06-01,2021-09-01,"mfdprinters"
"GEKST_quality_ln",-0.043980248868428,2021-06-01,2021-09-01,"mfdprinters"
"expshare_matched0",0.996342968454159,2021-09-01,2021-12-01,"mfdprinters"
"expshare_matched1",0.961569379110082,2021-09-01,2021-12-01,"mfdprinters"
"expshare_disappearing0",0.00365703154584141,2021-09-01,2021-12-01,"mfdprinters"
"expshare_new1",0.0384306208899177,2021-09-01,2021-12-01,"mfdprinters"
"MMT_price_ln",-0.0543216141892648,2021-09-01,2021-12-01,"mfdprinters"
"MMT_comp_ln",-0.0179342737693912,2021-09-01,2021-12-01,"mfdprinters"
"MMT_entry_ln",0.0160742994982499,2021-09-01,2021-12-01,"mfdprinters"
"MMT_exit_ln",0.00698039610175361,2021-09-01,2021-12-01,"mfdprinters"
"MMT_quality_ln",-0.00884037037289491,2021-09-01,2021-12-01,"mfdprinters"
"TPD_price_ln",-0.043869726806247,2021-09-01,2021-12-01,"mfdprinters"
"TPD_entry_ln",-0.0818077727340794,2021-09-01,2021-12-01,"mfdprinters"
"TPD_exit_ln",-0.00230408019624528,2021-09-01,2021-12-01,"mfdprinters"
"TPD_comp_ln",0.0602114347819208,2021-09-01,2021-12-01,"mfdprinters"
"TPD_quality_ln",-0.0192922577559133,2021-09-01,2021-12-01,"mfdprinters"
"cewgmp_ln",-0.0631619845621596,2021-09-01,2021-12-01,"mfdprinters"
"GEKST_price_ln",-0.0368901984513443,2021-09-01,2021-12-01,"mfdprinters"
"GEKST_comp_ln",-0.00556762475401866,2021-09-01,2021-12-01,"mfdprinters"
"GEKST_entry_ln",-0.0791472398054298,2021-09-01,2021-12-01,"mfdprinters"
"GEKST_exit_ln",-0.0584430784486331,2021-09-01,2021-12-01,"mfdprinters"
"GEKST_quality_ln",-0.0262717861108153,2021-09-01,2021-12-01,"mfdprinters"
"expshare_matched0",0.998241668811699,2021-12-01,2022-03-01,"mfdprinters"
"expshare_matched1",0.980912218513501,2021-12-01,2022-03-01,"mfdprinters"
"expshare_disappearing0",0.00175833118830098,2021-12-01,2022-03-01,"mfdprinters"
"expshare_new1",0.0190877814864995,2021-12-01,2022-03-01,"mfdprinters"
"MMT_price_ln",0.0263813248243068,2021-12-01,2022-03-01,"mfdprinters"
"MMT_comp_ln",0.0510877629849872,2021-12-01,2022-03-01,"mfdprinters"
"MMT_entry_ln",0.0172590579527423,2021-12-01,2022-03-01,"mfdprinters"
"MMT_exit_ln",0.00124629505038332,2021-12-01,2022-03-01,"mfdprinters"
"MMT_quality_ln",0.0671005258873462,2021-12-01,2022-03-01,"mfdprinters"
"TPD_price_ln",0.0472009268727397,2021-12-01,2022-03-01,"mfdprinters"
"TPD_entry_ln",-0.030130668143372,2021-12-01,2022-03-01,"mfdprinters"
"TPD_exit_ln",-0.00336072508991769,2021-12-01,2022-03-01,"mfdprinters"
"TPD_comp_ln",0.0730508668923677,2021-12-01,2022-03-01,"mfdprinters"
"TPD_quality_ln",0.0462809238389135,2021-12-01,2022-03-01,"mfdprinters"
"cewgmp_ln",0.0934818507116542,2021-12-01,2022-03-01,"mfdprinters"
"GEKST_price_ln",0.0277884802033974,2021-12-01,2022-03-01,"mfdprinters"
"GEKST_comp_ln",0.0044940771914951,2021-12-01,2022-03-01,"mfdprinters"
"GEKST_entry_ln",-0.0607715355485886,2021-12-01,2022-03-01,"mfdprinters"
"GEKST_exit_ln",-0.12197082886535,2021-12-01,2022-03-01,"mfdprinters"
"GEKST_quality_ln",0.0656933705082565,2021-12-01,2022-03-01,"mfdprinters"
"expshare_matched0",0.996276458916393,2022-03-01,2022-06-01,"mfdprinters"
"expshare_matched1",0.968029698833029,2022-03-01,2022-06-01,"mfdprinters"
"expshare_disappearing0",0.0037235410836066,2022-03-01,2022-06-01,"mfdprinters"
"expshare_new1",0.0319703011669714,2022-03-01,2022-06-01,"mfdprinters"
"MMT_price_ln",-0.0061058506708185,2022-03-01,2022-06-01,"mfdprinters"
"MMT_comp_ln",0.0634841209141035,2022-03-01,2022-06-01,"mfdprinters"
"MMT_entry_ln",0.0108905828616628,2022-03-01,2022-06-01,"mfdprinters"
"MMT_exit_ln",0.00867380307539367,2022-03-01,2022-06-01,"mfdprinters"
"MMT_quality_ln",0.0657009007003726,2022-03-01,2022-06-01,"mfdprinters"
"TPD_price_ln",0.0106010310656407,2022-03-01,2022-06-01,"mfdprinters"
"TPD_entry_ln",-0.0664452760846057,2022-03-01,2022-06-01,"mfdprinters"
"TPD_exit_ln",-0.00042493049421477,2022-03-01,2022-06-01,"mfdprinters"
"TPD_comp_ln",0.115014364554303,2022-03-01,2022-06-01,"mfdprinters"
"TPD_quality_ln",0.0489940189639124,2022-03-01,2022-06-01,"mfdprinters"
"cewgmp_ln",0.0595950500295526,2022-03-01,2022-06-01,"mfdprinters"
"GEKST_price_ln",-0.00797680337001573,2022-03-01,2022-06-01,"mfdprinters"
"GEKST_comp_ln",-0.00858746646612595,2022-03-01,2022-06-01,"mfdprinters"
"GEKST_entry_ln",-0.012204525069824,2022-03-01,2022-06-01,"mfdprinters"
"GEKST_exit_ln",-0.0883638449355192,2022-03-01,2022-06-01,"mfdprinters"
"GEKST_quality_ln",0.0675718533995692,2022-03-01,2022-06-01,"mfdprinters"
"expshare_matched0",0.995974443871881,2020-06-01,2020-09-01,"smartphones"
"expshare_matched1",0.845458135585875,2020-06-01,2020-09-01,"smartphones"
"expshare_disappearing0",0.00402555612811866,2020-06-01,2020-09-01,"smartphones"
"expshare_new1",0.154541864414124,2020-06-01,2020-09-01,"smartphones"
"MMT_price_ln",-0.0348575762488724,2020-06-01,2020-09-01,"smartphones"
"MMT_comp_ln",0.0869356415112324,2020-06-01,2020-09-01,"smartphones"
"MMT_entry_ln",0.0110856364103595,2020-06-01,2020-09-01,"smartphones"
"MMT_exit_ln",-0.00346289810741585,2020-06-01,2020-09-01,"smartphones"
"MMT_quality_ln",0.101484176029008,2020-06-01,2020-09-01,"smartphones"
"TPD_price_ln",-0.00361836260233226,2020-06-01,2020-09-01,"smartphones"
"TPD_entry_ln",0.488236748659483,2020-06-01,2020-09-01,"smartphones"
"TPD_exit_ln",0.00889209112270084,2020-06-01,2020-09-01,"smartphones"
"TPD_comp_ln",-0.409099695154316,2020-06-01,2020-09-01,"smartphones"
"TPD_quality_ln",0.0702449623824662,2020-06-01,2020-09-01,"smartphones"
"cewgmp_ln",0.0666265997801327,2020-06-01,2020-09-01,"smartphones"
"GEKST_price_ln",0.0113813114247465,2020-06-01,2020-09-01,"smartphones"
"GEKST_comp_ln",0.0209728375840193,2020-06-01,2020-09-01,"smartphones"
"GEKST_entry_ln",0.368532849133376,2020-06-01,2020-09-01,"smartphones"
"GEKST_exit_ln",0.334260398362007,2020-06-01,2020-09-01,"smartphones"
"GEKST_quality_ln",0.0552452883553882,2020-06-01,2020-09-01,"smartphones"
"expshare_matched0",0.986135596215073,2020-09-01,2020-12-01,"smartphones"
"expshare_matched1",0.511675577368961,2020-09-01,2020-12-01,"smartphones"
"expshare_disappearing0",0.0138644037849267,2020-09-01,2020-12-01,"smartphones"
"expshare_new1",0.488324422631039,2020-09-01,2020-12-01,"smartphones"
"MMT_price_ln",0.0629907590996659,2020-09-01,2020-12-01,"smartphones"
"MMT_comp_ln",-0.204790793587152,2020-09-01,2020-12-01,"smartphones"
"MMT_entry_ln",0.344024037729963,2020-09-01,2020-12-01,"smartphones"
"MMT_exit_ln",-0.013534508613307,2020-09-01,2020-12-01,"smartphones"
"MMT_quality_ln",0.152767752756118,2020-09-01,2020-12-01,"smartphones"
"TPD_price_ln",0.0886442101084917,2020-09-01,2020-12-01,"smartphones"
"TPD_entry_ln",1.75607264216136,2020-09-01,2020-12-01,"smartphones"
"TPD_exit_ln",0.0304483624173901,2020-09-01,2020-12-01,"smartphones"
"TPD_comp_ln",-1.59850997799667,2020-09-01,2020-12-01,"smartphones"
"TPD_quality_ln",0.127114301747294,2020-09-01,2020-12-01,"smartphones"
"cewgmp_ln",0.215758511855785,2020-09-01,2020-12-01,"smartphones"
"GEKST_price_ln",0.0607419510882948,2020-09-01,2020-12-01,"smartphones"
"GEKST_comp_ln",-0.107021998431054,2020-09-01,2020-12-01,"smartphones"
"GEKST_entry_ln",0.405305864506652,2020-09-01,2020-12-01,"smartphones"
"GEKST_exit_ln",0.143267305308108,2020-09-01,2020-12-01,"smartphones"
"GEKST_quality_ln",0.155016560767491,2020-09-01,2020-12-01,"smartphones"
"expshare_matched0",0.994682457062828,2020-12-01,2021-03-01,"smartphones"
"expshare_matched1",0.779042222928407,2020-12-01,2021-03-01,"smartphones"
"expshare_disappearing0",0.00531754293717226,2020-12-01,2021-03-01,"smartphones"
"expshare_new1",0.220957777071594,2020-12-01,2021-03-01,"smartphones"
"MMT_price_ln",-0.123932110765776,2020-12-01,2021-03-01,"smartphones"
"MMT_comp_ln",-0.00962205505638541,2020-12-01,2021-03-01,"smartphones"
"MMT_entry_ln",0.0462521390372759,2020-12-01,2021-03-01,"smartphones"
"MMT_exit_ln",-6.57737536604586e-05,2020-12-01,2021-03-01,"smartphones"
"MMT_quality_ln",0.0366958577345509,2020-12-01,2021-03-01,"smartphones"
"TPD_price_ln",-0.150033939157691,2020-12-01,2021-03-01,"smartphones"
"TPD_entry_ln",0.774273513136843,2020-12-01,2021-03-01,"smartphones"
"TPD_exit_ln",0.0146317510904681,2020-12-01,2021-03-01,"smartphones"
"TPD_comp_ln",-0.69684407591991,2020-12-01,2021-03-01,"smartphones"
"TPD_quality_ln",0.0627976861264653,2020-12-01,2021-03-01,"smartphones"
"cewgmp_ln",-0.0872362530312222,2020-12-01,2021-03-01,"smartphones"
"GEKST_price_ln",-0.131409096420569,2020-12-01,2021-03-01,"smartphones"
"GEKST_comp_ln",0.0333286912398509,2020-12-01,2021-03-01,"smartphones"
"GEKST_entry_ln",0.22650419703218,2020-12-01,2021-03-01,"smartphones"
"GEKST_exit_ln",0.215660044882687,2020-12-01,2021-03-01,"smartphones"
"GEKST_quality_ln",0.0441728433893437,2020-12-01,2021-03-01,"smartphones"
"expshare_matched0",0.998296419300039,2021-03-01,2021-06-01,"smartphones"
"expshare_matched1",0.970102463565233,2021-03-01,2021-06-01,"smartphones"
